date,tv_ad_spend,radio_ad_spend,social_media_spend,discount_percent,is_holiday,day_of_week,month,competitor_price,sales_units
14-02-2025,1139.83,316.04,787.82,2.25,0,4,2,81.69,352
15-02-2025,1482.95,536.45,1086.24,12.92,0,5,2,111.85,681
16-02-2025,1005.31,435.54,209.56,2.46,0,6,2,104.7,186
17-02-2025,822.91,244.81,1161.23,8.27,0,0,2,112.58,238
18-02-2025,1041.77,151.42,1446.57,19.66,0,1,2,83.94,711
19-02-2025,505.49,137.71,218.96,9.26,0,2,2,124.8,0
20-02-2025,1633.83,127.49,1270.56,29.93,0,3,2,124.75,701
21-02-2025,669.27,528.34,1406.17,27.49,0,4,2,100.92,661
22-02-2025,476.36,313.56,416.66,17.56,0,5,2,118.97,185
23-02-2025,643.43,212.48,834.74,29.01,1,6,2,90.96,947
24-02-2025,1715.73,568.91,1399,26.04,0,0,2,113.19,907
25-02-2025,794.36,565.14,1444.32,9.57,0,1,2,119.57,240
26-02-2025,1434.89,454.38,279.04,22.49,0,2,2,116.66,370
27-02-2025,1741.54,751.22,588.61,4.1,0,3,2,116.53,390
28-02-2025,339.94,339.06,1077.4,20.54,0,4,2,100.84,338
01-03-2025,1577.04,676.9,410.18,14.73,0,5,3,116.9,533
02-03-2025,753.8,106.35,554.68,0.5,0,6,3,111.08,0
03-03-2025,589.92,604.87,132.61,8.23,0,0,3,85.96,221
04-03-2025,1440.02,791.34,314.93,28.66,0,1,3,85.14,976
05-03-2025,1837.63,684.95,887.26,9.47,0,2,3,114.74,552
06-03-2025,731.03,484.75,1014.33,5.44,0,3,3,108.15,195
07-03-2025,1223.9,520.07,1008.48,5.63,0,4,3,103.37,456
08-03-2025,721.7,314.97,1189.7,14.38,0,5,3,120.83,295
09-03-2025,1197.71,559.61,681.39,25.28,0,6,3,109.68,852
10-03-2025,1319.35,627.8,482.89,22.74,0,0,3,97.83,811
11-03-2025,1298.6,798.67,121.81,13.11,0,1,3,98.63,293
12-03-2025,1322.38,419.35,389.28,6.26,0,2,3,107.24,251
13-03-2025,443.14,95.98,537.34,1.38,0,3,3,114.21,0
14-03-2025,1448.37,496.89,349.49,13.88,0,4,3,105.4,435
15-03-2025,1414.55,139.27,128.2,24.44,0,5,3,102.89,621
16-03-2025,1428.66,233.57,320.43,21.89,0,6,3,112.71,637
17-03-2025,333.33,296.58,1032.54,12.26,0,0,3,111.74,149
18-03-2025,1004.31,598.27,981.42,17.84,0,1,3,117.37,411
19-03-2025,936.26,187.86,1409.96,13.09,0,2,3,82.81,608
20-03-2025,356.08,174.31,1217.44,17.37,1,3,3,113.97,566
21-03-2025,600.26,83.72,894.86,15.53,0,4,3,103.12,221
22-03-2025,993.73,704.93,292.58,20.43,0,5,3,83.36,630
23-03-2025,1537.23,570.13,889.7,15.23,1,6,3,110.56,1096
24-03-2025,626.71,79.96,186.23,28.22,0,0,3,112.24,267
25-03-2025,1693.55,71.22,703.24,12.84,0,1,3,103.56,511
26-03-2025,1182.44,469.01,646.36,0.48,0,2,3,115.72,95
27-03-2025,1568.76,261.9,698.94,7.09,0,3,3,93.51,511
28-03-2025,1050.6,497.54,491.76,15.02,0,4,3,89.09,594
29-03-2025,1098.55,375.95,1060.16,16.22,0,5,3,95.78,730
30-03-2025,1315.49,742.48,1277.32,16.57,0,6,3,98.45,782
31-03-2025,1870.35,265.86,1175.92,21.44,0,0,3,111.32,735
01-04-2025,1085.26,559.36,978.85,8.24,0,1,4,118.05,292
02-04-2025,1151.58,90.54,853.68,19.95,0,2,4,112.44,457
03-04-2025,1283.59,766.9,143.52,21.12,0,3,4,87.83,575
04-04-2025,1527.53,785.57,1112.11,12.34,0,4,4,96.48,786
05-04-2025,329.33,604.31,862.98,12.07,0,5,4,87.13,405
06-04-2025,1128.24,398.91,479.04,5.37,0,6,4,110.9,378
07-04-2025,1066.86,215,558.98,12.42,0,0,4,91.17,517
08-04-2025,1859.03,659.39,1409.85,23.6,0,1,4,103.64,1022
09-04-2025,1088.31,602.27,974.11,27.27,0,2,4,115.63,705
10-04-2025,1042.98,216.47,766.28,17.81,0,3,4,110.19,352
11-04-2025,1931.96,388.41,969.29,8.98,0,4,4,93.43,755
12-04-2025,1011.04,397.1,679.24,20.47,0,5,4,94.98,660
13-04-2025,525.59,669.81,758.26,22.2,0,6,4,109.4,479
14-04-2025,590.45,562.88,506.43,9.97,0,0,4,104.73,170
15-04-2025,371.34,532.38,715.79,24.8,0,1,4,84.34,545
16-04-2025,201.02,537.37,1059.83,2.21,0,2,4,119.33,0
17-04-2025,977.5,252.85,155.92,0.32,1,3,4,103.07,340
18-04-2025,1584.64,328.78,1213.04,3.69,0,4,4,101.3,466
19-04-2025,1520.24,84.25,496.17,4.68,0,5,4,88.93,598
20-04-2025,257.87,640.21,1055.58,26.37,0,6,4,96.96,608
21-04-2025,1225.97,374.75,999.82,12.75,0,0,4,94.98,659
22-04-2025,477.71,378.68,1013.68,8.25,0,1,4,92.18,232
23-04-2025,1893.94,234.02,951.38,12.87,0,2,4,105.53,663
24-04-2025,501.26,207.07,1442.74,11.85,0,3,4,100.8,336
25-04-2025,1327.95,490.87,811.68,9.04,0,4,4,120.01,319
26-04-2025,787.23,224.41,1125.25,4.14,0,5,4,122.36,246
27-04-2025,1354.81,98.16,1087.63,19.68,0,6,4,89.88,931
28-04-2025,942.07,625.63,430.77,4.1,0,0,4,84.5,388
29-04-2025,1567.36,332.35,496.63,23.26,1,1,4,115.34,858
30-04-2025,615.22,335.18,693.62,6.05,0,2,4,124.77,0
01-05-2025,1830.43,373.49,488.78,21.94,0,3,5,118.86,580
02-05-2025,1100.38,661.28,613.44,24.17,0,4,5,81.07,734
03-05-2025,1560.97,290.63,647.34,3.76,0,5,5,91.31,475
04-05-2025,1729.51,618.53,945.41,2.6,0,6,5,81.95,734
05-05-2025,1997.89,754.66,407.85,28.49,0,0,5,116.94,869
06-05-2025,603.1,545.65,1226.01,13.89,0,1,5,106.16,287
07-05-2025,716.41,373.76,712.55,18.91,0,2,5,103.12,392
08-05-2025,650.78,610.84,1088.74,0.7,0,3,5,104.95,243
09-05-2025,673.17,393.42,214.02,8.36,0,4,5,91.36,229
10-05-2025,1248.4,360.82,757.95,15.16,0,5,5,107.07,544
11-05-2025,1988.34,443.96,139.51,26.59,0,6,5,81.38,986
12-05-2025,1982.5,288.29,1046.27,8.14,0,0,5,109.07,622
13-05-2025,1148.19,128.19,581.19,23.26,0,1,5,113.05,332
14-05-2025,1350.25,361.14,1428.95,19.87,0,2,5,110.29,768
15-05-2025,1747.95,142.89,553.77,3.46,0,3,5,94.95,394
16-05-2025,1879.28,357.83,889.33,8.8,0,4,5,117.18,599
17-05-2025,566.95,467.7,460.34,7.14,0,5,5,112.2,50
18-05-2025,1151.38,748.03,968.16,13.28,0,6,5,85.77,829
19-05-2025,1699.11,77.17,753.86,19.06,0,0,5,88.78,742
20-05-2025,745.76,516.09,618.88,13,0,1,5,108.67,245
21-05-2025,991.66,393.3,385.17,7.34,0,2,5,93.02,195
22-05-2025,1974.12,65.2,256.13,20.88,1,3,5,85.37,1088
23-05-2025,1973.08,237.16,267.83,17.53,0,4,5,86.97,774
24-05-2025,1830.99,138.86,1498.66,15.58,0,5,5,87.45,1117
25-05-2025,1637.21,212.6,677.24,16.63,0,6,5,101.5,769
26-05-2025,684.43,255.93,102.7,6.66,0,0,5,107.33,0
27-05-2025,777.53,350.98,1434.1,20.41,0,1,5,87.94,645
28-05-2025,1185.11,446.78,127.97,11.63,0,2,5,112.06,150
29-05-2025,1209.4,50.74,686.02,10.9,0,3,5,92.65,488
30-05-2025,1109.91,171.4,1104.47,4.49,0,4,5,94.02,323
31-05-2025,1346.01,120.17,1380.44,17.91,0,5,5,90.06,949
01-06-2025,934.98,462.26,1098.04,18.08,1,6,6,115.33,842
02-06-2025,1548.51,296.81,749.08,10.21,0,0,6,123.19,322
03-06-2025,800.39,461.3,1464.22,25.8,0,1,6,102.16,678
04-06-2025,795.22,216.37,155.05,25.36,0,2,6,81.89,531
05-06-2025,429.01,68.17,1481.65,3.27,0,3,6,91.73,183
06-06-2025,539.68,756.03,1289.15,20.85,0,4,6,87.11,627
07-06-2025,1730.94,131.23,1400.5,11.82,0,5,6,117.92,686
08-06-2025,1003.31,145.14,456.68,29.99,0,6,6,83.82,783
09-06-2025,610.16,159.91,299.44,6.75,0,0,6,123.49,0
10-06-2025,1566.81,785.96,1028.64,8.42,1,1,6,106.48,857
11-06-2025,1197.17,513.25,822.2,13.26,0,2,6,103.3,445
12-06-2025,238.08,507.72,832.44,8.06,0,3,6,118.13,0
13-06-2025,769.45,790.02,1394.47,20.76,0,4,6,81.24,760
14-06-2025,518.6,116.33,968.11,14.43,0,5,6,114.97,188
15-06-2025,1380.57,780.88,535.49,6.63,0,6,6,85.25,701
16-06-2025,695.06,203.01,660.09,15.19,0,0,6,117.84,224
17-06-2025,316.9,517.3,286.89,26.66,0,1,6,103.81,353
18-06-2025,298.88,365.06,369.24,23.77,0,2,6,82.75,364
19-06-2025,1247.11,337.96,300.69,14.96,0,3,6,117.5,231
20-06-2025,239.1,748.43,1234.41,8.65,0,4,6,81.23,441
21-06-2025,1727.83,161.92,1086.82,5.4,0,5,6,86.23,671
22-06-2025,479.71,797.8,842.48,26.35,0,6,6,115.9,511
23-06-2025,1291.82,334.34,624.11,21.31,1,0,6,100.92,945
24-06-2025,1000.44,536.58,1035.89,17.16,0,1,6,119.66,393
25-06-2025,997.13,775.93,1238.07,26.38,0,2,6,108.59,823
26-06-2025,329.23,93.2,1333.73,3.65,0,3,6,108.06,0
27-06-2025,1644.95,742.15,865.82,20.47,0,4,6,93.15,863
28-06-2025,1807.49,475.86,1247.84,6.5,0,5,6,86.02,941
29-06-2025,219.83,578.3,815.83,3.62,0,6,6,123.25,0
30-06-2025,521.49,161.89,764.34,13.97,0,0,6,84.72,298
01-07-2025,1827.03,450.04,1311.6,11.62,0,1,7,103.81,586
02-07-2025,1189.09,555.14,640.92,28.24,1,2,7,92.27,1050
03-07-2025,470.07,392.19,654.28,9.72,1,3,7,91.89,375
04-07-2025,565.02,166.24,526.88,24.45,1,4,7,106.76,533
05-07-2025,1387.98,233.09,826.18,22.46,0,5,7,115.91,525
06-07-2025,1504.67,690.79,862.79,20.04,0,6,7,114.97,767
07-07-2025,1278.97,75.85,1024.65,27.61,0,0,7,119.1,600
08-07-2025,1915.67,581.65,702.7,12.24,0,1,7,93.18,650
09-07-2025,1089.31,799.54,404.97,11.69,0,2,7,100.96,250
10-07-2025,740.49,55.61,1313.58,4.83,0,3,7,80.42,380
11-07-2025,1059.02,170.78,584.4,8.27,0,4,7,113.61,61
12-07-2025,847.4,555.61,1392.12,26.39,0,5,7,93.61,780
13-07-2025,603.95,94.99,390.29,14.23,0,6,7,105.27,67
14-07-2025,282.73,492.34,884.08,10.24,0,0,7,87.62,153
15-07-2025,833.98,563,851.26,6.48,0,1,7,116.87,7
16-07-2025,1480.54,491.11,1260.11,14.55,0,2,7,116.78,470
17-07-2025,233.19,323.89,294.39,21.5,0,3,7,119.49,35
18-07-2025,990.52,572.96,1373.91,8.6,0,4,7,82.07,512
19-07-2025,1359.22,495.72,844,22.73,0,5,7,124.66,599
20-07-2025,1298.73,205.73,920.55,18.89,0,6,7,91.15,651
21-07-2025,1597.97,472.35,814.23,23.63,0,0,7,93.92,765
22-07-2025,1658.94,711.43,150.43,7.53,0,1,7,91.22,511
23-07-2025,1481.07,550.12,795.93,18.93,0,2,7,92.04,646
24-07-2025,385.04,403.84,468.97,4.61,0,3,7,104.87,0
25-07-2025,1055.04,291.19,579.76,10.91,1,4,7,90.79,501
26-07-2025,1286.13,114.41,1008.74,21.73,0,5,7,97.72,779
27-07-2025,642.02,233.47,796.78,18.95,0,6,7,109.5,318
28-07-2025,276.59,58.39,230.51,5.64,0,0,7,117.62,0
29-07-2025,602.46,789.97,202.26,25.75,0,1,7,111.17,296
30-07-2025,1018.81,216.86,359.92,1.6,0,2,7,106.74,0
31-07-2025,945.07,661.16,367.24,17.86,0,3,7,86.65,485
01-08-2025,518,176.48,951.62,29.51,0,4,8,116.73,286
02-08-2025,1683.95,262.7,348.94,15.95,0,5,8,81.68,715
03-08-2025,1866.24,363.71,1334.41,24.02,0,6,8,91.89,976
04-08-2025,562.43,293.3,393.66,17.86,0,0,8,82.57,294
05-08-2025,1873.23,648.76,227.58,23.49,0,1,8,110.03,560
06-08-2025,232.15,768.27,1326.04,19.67,0,2,8,96.58,397
07-08-2025,1864.93,706.47,513.46,20.73,0,3,8,109.34,582
08-08-2025,1913.47,165.18,695.59,6.83,0,4,8,95.62,413
09-08-2025,221.69,632.52,1442.64,22.25,0,5,8,100.51,446
10-08-2025,1573.43,160.96,1422.12,7.14,0,6,8,100.61,562
11-08-2025,1946.36,735.04,1100.88,29.42,0,0,8,82.05,1116
12-08-2025,1830.62,438.41,196.51,6.83,1,1,8,99.36,549
13-08-2025,1947.28,302.29,930.68,7.1,0,2,8,108.85,406
14-08-2025,1190.58,167.77,1484.71,25.76,0,3,8,104.57,653
15-08-2025,340.68,58.86,1425.68,7.29,0,4,8,83.39,140
16-08-2025,1729.62,235.96,248.4,10.83,0,5,8,110.06,343
17-08-2025,1304.89,735.52,654.35,21.44,0,6,8,93.9,651
18-08-2025,1306.53,647.95,541.75,4.76,0,0,8,80.65,478
19-08-2025,951.06,777.35,281.62,4.77,0,1,8,87,222
20-08-2025,1229.32,125.57,1072.72,14.59,0,2,8,102.39,388
21-08-2025,476.44,494.13,483.39,7.31,0,3,8,93.97,77
22-08-2025,1531.59,242.86,582.81,7.07,1,4,8,111.25,351
23-08-2025,335.03,457.21,226.5,0.28,0,5,8,90.83,0
24-08-2025,1513.61,290.34,797.15,11.11,1,6,8,114.78,646
25-08-2025,1728.16,262.6,321.44,9.55,0,0,8,92.89,282
26-08-2025,1050.44,480.38,704.93,0.93,0,1,8,107.94,5
27-08-2025,1117.69,187.49,300.68,18.64,0,2,8,115.96,170
28-08-2025,761.99,401.85,1435.39,18.8,0,3,8,97.35,524
29-08-2025,1945.03,538.11,302.98,2.12,0,4,8,82.11,348
30-08-2025,1519.62,146.14,830.64,9.51,0,5,8,104.1,439
31-08-2025,864.18,747.95,375.77,26.18,0,6,8,124.79,385
01-09-2025,514.65,429.29,206.91,17.47,0,0,9,123.6,0
02-09-2025,595.24,664.65,383.23,12.36,0,1,9,89.95,110
03-09-2025,1035.06,540.43,176.68,13.95,0,2,9,114.01,139
04-09-2025,1896.62,582.5,295.16,6.25,0,3,9,95.52,340
05-09-2025,1521.46,587.1,790.88,24.36,0,4,9,87.21,825
06-09-2025,587.44,706.32,1012.54,27.42,0,5,9,109.97,480
07-09-2025,1747.21,510.2,222.28,27.32,1,6,9,102.54,1033
08-09-2025,880.76,258.66,717.43,6.72,0,0,9,104.27,20
09-09-2025,1733.1,124.63,913.75,9.32,0,1,9,117.23,236
10-09-2025,635.06,504.69,427.92,4.82,0,2,9,95.14,0
11-09-2025,1313.59,99.76,620.91,9.22,0,3,9,110.02,91
12-09-2025,1868.01,230.97,200.57,9.98,1,4,9,96.48,447
13-09-2025,664.21,95.53,408.18,18.99,0,5,9,81.92,180
14-09-2025,1447.27,461.67,753.45,5.69,0,6,9,97.01,450
15-09-2025,1977.16,170.25,1486.62,27.58,0,0,9,122.75,819
16-09-2025,471.08,507.81,1494.77,3.09,0,1,9,101.75,172
17-09-2025,359.12,643.15,1471.47,0.21,0,2,9,84.87,119
18-09-2025,1413.55,666.41,692.32,25.65,0,3,9,110.95,474
19-09-2025,811.52,282.16,212.95,21.11,0,4,9,123.35,0
20-09-2025,328.24,461.72,553,10.66,0,5,9,120.86,0
21-09-2025,1055.55,472.26,432.8,17.86,1,6,9,105.74,576
22-09-2025,1556.79,404.67,119.78,6.71,0,0,9,96.93,262
23-09-2025,713.22,541.34,233.33,5.05,0,1,9,106.13,0
24-09-2025,803.08,207.57,734.47,14.13,0,2,9,116.72,67
25-09-2025,1722.26,784.43,575.53,10.6,1,3,9,118.76,587
26-09-2025,1136.13,123.56,352.5,18.46,0,4,9,116.85,47
